"","Provider.ID","HAI_1_SIR","HAI_2_SIR","HAI_3_SIR","HAI_4_SIR","HAI_5_SIR","HAI_6_SIR","COMP_HIP_KNEE_Score","PSI_90_SAFETY_Score"
"3626",390237,"1.025","0.332","0.392","0","0.549","1.39","2.1","0.90"
"3627",390256,"0.497","0.381","0.739","0","0.497","0.625","3.6","0.94"
"3628",390258,"0.828","1.43","1.011","1.702","1.101","1.367","2.5","0.71"
"3629",390263,"0.313","0.511","1.869","0","1.342","0.986","3.3","1.14"
"3630",390265,"0.479","0.431","1.56",NA,"2.314","1.663","3.5","0.69"
"3631",390266,NA,"0",NA,NA,NA,"1.056","3.8","0.87"
"3632",390267,"1.354","0.95","0.962",NA,"1.961","0.956","3.7","0.98"
"3633",390268,"0.653","0.283","0.347",NA,"0.41","1.192","3.2","0.79"
"3634",390270,"0.874","0.206","2.004",NA,"0.785","1.504","2.2","1.12"
"3635",390272,NA,NA,NA,NA,NA,"0",NA,"0.82"
"3636",390278,NA,NA,NA,NA,NA,"0",NA,"0.77"
"3637",390290,"0.505","0.823","0.437","0.961","1.249","1.446","3.4","1.00"
"3638",390302,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3639",390304,"0","0",NA,NA,NA,"0.791",NA,"0.78"
"3640",390307,NA,NA,NA,NA,NA,NA,"2.8","0.88"
"3641",390312,"0.528","0","1.87",NA,NA,"0.789",NA,"1.21"
"3642",390314,NA,NA,NA,NA,NA,"0","2.2","0.83"
"3643",390316,NA,"0",NA,NA,NA,NA,"2.6","0.78"
"3644",390321,NA,NA,NA,NA,NA,"0","3.0","1.12"
"3645",390322,NA,NA,NA,NA,NA,NA,"2.0","0.73"
"3646",390323,NA,NA,NA,NA,NA,NA,"2.6","0.83"
"3647",390324,NA,NA,NA,NA,NA,NA,"3.9","0.78"
"3648",390325,NA,NA,NA,NA,NA,"0.849","2.5","0.75"
"3649",390326,"0","0.51","1.555",NA,"0.884","0.707",NA,"0.94"
"3650",390327,NA,NA,NA,NA,NA,"0","3.6","0.95"
"3651",390328,"0.616","0.522","0.939",NA,"0.357","0.901","3.1","0.76"
"3652",390329,"2.162","1.59","1.164",NA,"3.894","0.971","2.8","0.79"
"3653",391300,NA,NA,NA,NA,NA,"0",NA,NA
"3654",391301,NA,NA,NA,NA,NA,"0",NA,NA
"3655",391302,NA,NA,NA,NA,NA,NA,NA,NA
"3656",391303,NA,NA,NA,NA,NA,NA,NA,NA
"3657",391304,NA,NA,NA,NA,NA,NA,NA,NA
"3658",391305,"0","0",NA,NA,NA,NA,NA,NA
"3659",391306,NA,"0",NA,NA,NA,"0.506","2.7",NA
"3660",391307,NA,NA,NA,NA,NA,"0","3.2",NA
"3661",391308,NA,NA,NA,NA,NA,"2.209",NA,NA
"3662",391309,NA,NA,NA,NA,NA,NA,NA,NA
"3663",391312,NA,"0",NA,NA,NA,"0",NA,NA
"3664",391313,NA,"0",NA,NA,NA,"0.623","2.7",NA
"3665",391314,NA,NA,NA,NA,NA,"0",NA,NA
"3666",391315,NA,NA,NA,NA,NA,NA,"3.3",NA
"3667",393302,NA,NA,NA,NA,NA,NA,NA,NA
"3668",393303,NA,NA,NA,NA,NA,NA,NA,NA
"3669",393304,NA,NA,NA,NA,NA,NA,NA,NA
"3670",393307,NA,NA,NA,NA,NA,NA,NA,NA
"3671",393308,NA,NA,NA,NA,NA,NA,NA,NA
"3672",393309,NA,NA,NA,NA,NA,NA,NA,NA
"3673",400001,"0.581","0.434",NA,NA,NA,NA,"2.7",NA
"3674",400003,NA,NA,NA,NA,NA,NA,NA,NA
"3675",400004,"0","0",NA,NA,NA,NA,NA,NA
"3676",400005,NA,NA,NA,NA,NA,NA,NA,NA
"3677",400006,NA,NA,NA,NA,NA,NA,NA,NA
"3678",400007,"1.437","0.106",NA,NA,NA,NA,NA,NA
"3679",400009,NA,NA,NA,NA,NA,NA,NA,NA
"3680",400010,NA,NA,NA,NA,NA,NA,NA,NA
"3681",400011,NA,NA,NA,NA,NA,NA,NA,NA
"3682",400012,NA,NA,NA,NA,NA,NA,NA,NA
"3683",400013,"0.263","0",NA,NA,NA,NA,NA,NA
"3684",400014,NA,NA,NA,NA,NA,NA,"2.7",NA
"3685",400015,NA,NA,NA,NA,NA,NA,NA,NA
"3686",400016,"0.214","0.373",NA,NA,"0.924",NA,"2.3",NA
"3687",400018,NA,NA,NA,NA,NA,NA,"3.3",NA
"3688",400019,"0.382","0.248",NA,NA,NA,NA,NA,NA
"3689",400021,"0","0.096",NA,NA,NA,"0.681",NA,NA
"3690",400022,"1","0.616",NA,NA,NA,NA,"2.7",NA
"3691",400026,NA,NA,NA,NA,NA,NA,NA,NA
"3692",400032,NA,NA,NA,NA,NA,NA,NA,NA
"3693",400044,"0.828","0.373",NA,NA,NA,"0.153",NA,NA
"3694",400048,NA,NA,NA,NA,NA,NA,NA,NA
"3695",400061,NA,NA,NA,NA,NA,NA,NA,NA
"3696",400079,NA,NA,NA,NA,NA,NA,NA,NA
"3697",400087,NA,NA,NA,NA,NA,NA,NA,NA
"3698",400098,"1.025","0.195",NA,NA,NA,NA,NA,NA
"3699",400102,NA,NA,NA,NA,NA,NA,NA,NA
"3700",400103,NA,NA,NA,NA,NA,NA,NA,NA
"3701",400104,NA,NA,NA,NA,NA,NA,NA,NA
"3702",400105,"0.678","0.679",NA,NA,NA,NA,NA,NA
"3703",400106,NA,NA,NA,NA,NA,NA,NA,NA
"3704",400109,"0.111","0.437",NA,NA,"0","0.409","3.1",NA
"3705",400110,NA,NA,NA,NA,NA,NA,NA,NA
"3706",400111,NA,NA,NA,NA,NA,NA,NA,NA
"3707",400112,NA,NA,NA,NA,NA,NA,NA,NA
"3708",400113,NA,NA,NA,NA,NA,NA,NA,NA
"3709",400114,"0","0.055",NA,NA,NA,NA,NA,NA
"3710",400115,NA,NA,NA,NA,NA,NA,NA,NA
"3711",400117,NA,NA,NA,NA,NA,NA,NA,NA
"3712",400118,NA,NA,NA,NA,NA,NA,NA,NA
"3713",400120,NA,NA,NA,NA,NA,NA,"2.7",NA
"3714",400121,NA,NA,NA,NA,NA,NA,NA,NA
"3715",400122,NA,NA,NA,NA,NA,NA,NA,NA
"3716",400123,NA,NA,NA,NA,NA,NA,NA,NA
"3717",400124,NA,"0",NA,NA,NA,NA,NA,NA
"3718",400125,NA,NA,NA,NA,NA,NA,NA,NA
"3719",400126,NA,NA,NA,NA,NA,NA,NA,NA
"3720",400127,NA,NA,NA,NA,NA,NA,NA,NA
"3721",400128,NA,NA,NA,NA,NA,NA,NA,NA
"3722",400130,NA,NA,NA,NA,NA,NA,NA,NA
"3723",400131,NA,NA,NA,NA,NA,NA,NA,NA
"3724",403301,NA,NA,NA,NA,NA,NA,NA,NA
"3725",410001,"0.481","0.807",NA,NA,NA,"0.907","3.6","0.77"
"3726",410004,"0.599","0.969","0",NA,"1.025","0.606","3.3","0.69"
"3727",410005,"0.723","0.582","0.461",NA,NA,"0.603","2.7","0.67"
"3728",410006,"0.382","0.812",NA,NA,NA,"1.868","3.3","1.22"
"3729",410007,"0.682","0.582","0.964","1.82","0.196","1.031","2.2","0.85"
"3730",410008,"0","0.52","2.954",NA,"0","1.042","2.2","0.73"
"3731",410009,"0.692","1.166","1.813",NA,"1.323","1.242","3.3","0.90"
"3732",410010,"0.586","0",NA,"0.834","0","0.127",NA,"1.36"
"3733",410011,"0.222","0.622","0",NA,"1.225","1.023",NA,"0.63"
"3734",410012,"0.616","1.083","0.567",NA,"0.702","1.394","2.3","0.70"
"3735",410013,"0","0","3.291",NA,NA,"1.176","2.8","0.96"
"3736",420002,"0.193","0.214","0.491",NA,"0.352","1.19","3.4","0.90"
"3737",420004,"0.524","0.643","1.282","0.319","1.058","0.736","3.6","1.18"
"3738",420005,NA,"0.432",NA,NA,NA,"1.186",NA,"0.80"
"3739",420007,"0.63","0.445","2.704","1.33","1.041","0.719","3.7","0.96"
"3740",420009,"0.874","1.137","0.985",NA,"1.493","0.666","3.2","1.09"
"3741",420010,"0","0",NA,NA,NA,"1.816","2.7","1.02"
"3742",420011,NA,NA,NA,NA,NA,"1.45",NA,"0.92"
"3743",420015,"0.872","0.411","2.29",NA,NA,"0.916","3.6","1.09"
"3744",420018,"0.86","1.086","2.46","0.523","1.549","0.635","2.6","1.24"
"3745",420019,NA,NA,NA,NA,NA,"1.497",NA,"0.82"
"3746",420020,"0","0.499",NA,NA,NA,"2.078","3.3","0.88"
"3747",420023,"0.463","0.67","0.827","0.267","1.626","0.859","2.0","0.68"
"3748",420026,"0.641","0.118","0.34",NA,"0.511","1.034","2.7","0.82"
"3749",420027,"0.975","0.393","0.552",NA,"0.796","1.258","2.5","0.84"
"3750",420030,"1.032","0","0",NA,"0","0.232","3.0","0.90"
"3751",420033,NA,"0",NA,NA,NA,"0.304","2.3","0.70"
"3752",420036,"1.464","0.254",NA,NA,"0","0.436","3.1","0.97"
"3753",420037,NA,"0.601",NA,NA,NA,"0.947","3.3","0.77"
"3754",420038,"0","0.649",NA,NA,NA,"0.756","2.4","0.80"
"3755",420043,NA,NA,NA,NA,NA,"1.227",NA,"0.94"
"3756",420048,"2.399","0.624",NA,NA,NA,"0.826","2.8","0.96"
"3757",420049,"0.635","0.226","0","0.681","1.27","0.448","3.0","0.70"
"3758",420051,"0.306","0.693","0.566","0.559","0.978","0.857","3.2","0.79"
"3759",420053,NA,"0","0",NA,NA,"0.686","2.6","0.67"
"3760",420055,NA,"0",NA,NA,NA,"0.187",NA,"0.80"
"3761",420057,NA,"0.773",NA,NA,NA,"0.237",NA,"0.90"
"3762",420065,"0.186","0.527","0","0.495","0","0.693",NA,"0.81"
"3763",420066,NA,NA,NA,NA,NA,"0",NA,"0.88"
"3764",420067,"0.268","1.002","0",NA,"0","0.962","3.0","0.54"
"3765",420068,"1.051","1.269","1.589",NA,"1.946","2.063","2.3","0.97"
"3766",420069,"0","0",NA,NA,NA,"0","3.1","0.84"
"3767",420070,"0.427","0","0","0","2.128","0.563","3.1","0.86"
"3768",420071,"0.416","0.756","1.012","0.823","1.199","0.872","3.4","1.06"
"3769",420072,NA,NA,NA,NA,NA,"0","3.1","0.87"
"3770",420073,"0.621","0.757","0.543","0.222","0.738","0.947","3.2","0.66"
"3771",420078,"0.684","1.067","0.898","0.191","1.359","1.087",NA,"0.74"
"3772",420079,"0.857","0.564","0.883","1.632","1.239","0.487","3.2","0.72"
"3773",420080,"0.632","1.589","0",NA,"0.94","1.255","3.1","0.91"
"3774",420082,"0.396","1.087","0.806",NA,"0.441","1.967","4.6","0.92"
"3775",420083,"0.691","0.431","1.379",NA,"2.111","0.916","2.6","0.99"
"3776",420085,"0.565","0.511","1.262","0","1.538","1.997","4.0","0.71"
"3777",420086,"0.664","1.395","1.614","0.325","0.444","0.558","3.1","1.27"
"3778",420087,"0.739","1.068","0.879","0.608","1.234","1.365","2.4","0.55"
"3779",420089,"0.739","0","0",NA,NA,"0.505","2.9","0.85"
"3780",420091,"0.338","1.047","0.435",NA,"3.207","0.315","2.5","1.17"
"3781",420098,"0","0.127","0.479",NA,"2.977","1.254","2.4","0.93"
"3782",420101,"0.894","0",NA,NA,NA,"0.769",NA,"0.82"
"3783",420102,NA,"0",NA,NA,NA,"0","2.5","0.70"
"3784",420103,"0","0.443",NA,NA,NA,"0.99","2.8","0.91"
"3785",420104,NA,"0.847",NA,NA,NA,"0.955",NA,"0.73"
"3786",420105,"0.322","0.424","0.592",NA,NA,"0.245","2.3","0.98"
"3787",420106,"0","1.08","0.967",NA,"0.742","1.305","3.0","1.00"
"3788",420107,NA,"0",NA,NA,NA,"0.719",NA,NA
"3789",420108,NA,NA,NA,NA,NA,NA,NA,NA
"3790",421300,NA,NA,NA,NA,NA,NA,NA,NA
"3791",421301,NA,NA,NA,NA,NA,"0.58","3.0",NA
"3792",421302,NA,NA,NA,NA,NA,NA,NA,NA
"3793",421303,NA,"0",NA,NA,NA,NA,NA,NA
"3794",421304,NA,NA,NA,NA,NA,NA,NA,NA
"3795",423300,NA,NA,NA,NA,NA,NA,NA,NA
"3796",430005,"0","0","0.84",NA,NA,"0.436","3.6","1.03"
"3797",430008,NA,NA,NA,NA,NA,"0","2.7","0.90"
"3798",430012,"0","0.353",NA,NA,NA,"1.077","2.7","0.92"
"3799",430013,NA,"0",NA,NA,NA,"1.448","3.1","0.79"
"3800",430014,"1.093","1.342","2.488",NA,NA,"0.856","3.3","0.77"
"3801",430015,NA,"1.604",NA,NA,NA,"0.369","3.4","0.87"
"3802",430016,"0.274","0.706","1.583","2.395","0.457","0.662","3.0","0.82"
"3803",430027,"0.419","0.465","1.566","0.523","0.097","1.354","3.0","0.94"
"3804",430048,NA,"0",NA,NA,NA,"1.231","3.6","0.82"
"3805",430077,"0.306","0.528","0.89",NA,"0.701","0.699","4.2","1.09"
"3806",430081,NA,NA,NA,NA,NA,"0",NA,"0.88"
"3807",430082,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3808",430083,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3809",430084,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3810",430089,NA,NA,NA,NA,NA,"0","2.6","0.95"
"3811",430090,NA,"0",NA,NA,NA,NA,"2.7","0.68"
"3812",430091,NA,"0.421",NA,NA,NA,"0","3.7","0.85"
"3813",430093,NA,NA,NA,"0",NA,NA,NA,"0.86"
"3814",430095,"0.563","1.055",NA,NA,NA,"0.476",NA,"0.72"
"3815",430096,NA,NA,NA,NA,NA,NA,"3.1","0.99"
"3816",430097,NA,NA,NA,NA,NA,"0.805","2.8","0.85"
"3817",431300,NA,NA,NA,NA,NA,NA,NA,NA
"3818",431301,NA,NA,NA,NA,NA,NA,NA,NA
"3819",431302,NA,NA,NA,NA,NA,NA,NA,NA
"3820",431305,NA,NA,NA,NA,NA,NA,NA,NA
"3821",431306,NA,NA,NA,NA,NA,NA,NA,NA
"3822",431307,NA,NA,NA,NA,NA,NA,NA,NA
"3823",431308,NA,NA,NA,NA,NA,NA,NA,NA
"3824",431309,NA,NA,NA,NA,NA,NA,NA,NA
"3825",431310,NA,NA,NA,NA,NA,NA,NA,NA
"3826",431311,NA,NA,NA,NA,NA,NA,NA,NA
"3827",431312,NA,NA,NA,NA,NA,NA,NA,NA
"3828",431313,NA,NA,NA,NA,NA,NA,NA,NA
"3829",431314,NA,NA,NA,NA,NA,NA,NA,NA
"3830",431315,NA,NA,NA,NA,NA,NA,NA,NA
"3831",431316,NA,NA,NA,NA,NA,NA,NA,NA
"3832",431317,NA,NA,NA,NA,NA,NA,NA,NA
"3833",431318,NA,NA,NA,NA,NA,NA,NA,NA
"3834",431319,NA,NA,NA,NA,NA,NA,NA,NA
"3835",431320,NA,NA,NA,NA,NA,NA,NA,NA
"3836",431321,NA,NA,NA,NA,NA,NA,NA,NA
"3837",431322,NA,NA,NA,NA,NA,NA,NA,NA
"3838",431323,NA,NA,NA,NA,NA,NA,NA,NA
"3839",431324,NA,NA,NA,NA,NA,NA,NA,NA
"3840",431325,NA,NA,NA,NA,NA,NA,NA,NA
"3841",431326,NA,NA,NA,NA,NA,NA,NA,NA
"3842",431327,NA,NA,NA,NA,NA,NA,NA,NA
"3843",431328,NA,NA,NA,NA,NA,NA,NA,NA
"3844",431329,NA,NA,NA,NA,NA,NA,NA,NA
"3845",431330,NA,NA,NA,NA,NA,NA,NA,NA
"3846",431331,NA,NA,NA,NA,NA,NA,NA,NA
"3847",431332,NA,NA,NA,NA,NA,NA,NA,NA
"3848",431333,NA,NA,NA,NA,NA,NA,NA,NA
"3849",431334,NA,NA,NA,NA,NA,NA,NA,NA
"3850",431335,NA,NA,NA,NA,NA,NA,"2.8",NA
"3851",431336,NA,NA,NA,NA,NA,NA,NA,NA
"3852",431337,NA,NA,NA,NA,NA,NA,NA,NA
"3853",431338,NA,NA,NA,NA,NA,NA,NA,NA
"3854",431339,NA,NA,NA,NA,NA,NA,NA,NA
"3855",433300,NA,NA,NA,NA,NA,NA,NA,NA
"3856",440001,NA,NA,NA,NA,NA,"0","2.9","0.82"
"3857",440002,"0.257","0.426","0.67","0","0.89","1.117","2.6","1.07"
"3858",440003,"0.784","0.484","1.343",NA,"1.277","1.011","2.4","0.90"
"3859",440006,"0.27","0.905","1.053",NA,"1.68","1.404","2.7","0.71"
"3860",440007,NA,NA,NA,NA,NA,"0.808",NA,"0.88"
"3861",440008,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3862",440009,"0.485","0","0.958",NA,"1.639","0.964","3.1","0.85"
"3863",440010,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3864",440011,"0.852","0.435","1.666",NA,"1.498","1.481","3.6","0.93"
"3865",440012,"0.798","0.425","0.235","0","0","0.739","2.6","0.81"
"3866",440015,"0.309","0.545","0.902","0.876","0.712","0.788","2.6","0.93"
"3867",440016,NA,"0",NA,NA,NA,"1.886",NA,"0.86"
"3868",440017,"0.611","0.459","1.37","0","1.105","0.675","3.0","1.07"
"3869",440018,"0","0.283",NA,NA,NA,"1.439","4.4","0.87"
"3870",440020,NA,"0",NA,NA,NA,"0.57",NA,"0.90"
"3871",440025,"0","0","0",NA,NA,"0.26","2.9","1.09"
"3872",440029,"0.193","0","0",NA,"0.511","0.679","2.6","0.89"
"3873",440030,"0.261","0.116","0.653",NA,"0","0.882","3.4","0.83"
"3874",440031,"0.539","0","0.784",NA,"0.867","1.178",NA,"0.70"
"3875",440032,NA,NA,NA,NA,NA,"0.565",NA,"0.88"
"3876",440033,"0","0",NA,NA,NA,"0",NA,"0.87"
"3877",440034,"0.865","0.574","0.523",NA,"2.209","1.123","2.5","0.87"
"3878",440035,"0.435","0.352","0","0.7","0.615","0.617","3.6","0.98"
"3879",440039,"0.555","0.713","0.487","0.839","1.11","0.585","2.6","0.83"
"3880",440040,NA,"0",NA,NA,NA,NA,NA,"0.90"
"3881",440046,"0","0.698",NA,NA,NA,"1.154","3.4","0.89"
"3882",440048,"0.86","0.577","1.401","0.565","0.921","0.961","2.6","1.15"
"3883",440049,"0.214","0.32","1.168","0.588","2.02","0.988","3.0","1.27"
"3884",440050,"0","0.531","0",NA,NA,"0.193",NA,"1.05"
"3885",440051,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3886",440053,"0.671","0.411","0.937","0.849","0.774","1.229","2.2","0.85"
"3887",440056,NA,"0",NA,NA,NA,"0.549",NA,"0.90"
"3888",440057,NA,"0.885",NA,NA,NA,"0.992",NA,"0.83"
"3889",440058,"0","0.516","0",NA,"0","0.526","2.7","0.98"
"3890",440059,"0.918","0.23","0",NA,"2.285","1.185","2.6","0.76"
"3891",440060,NA,NA,"0",NA,NA,NA,NA,"0.78"
"3892",440061,NA,"0",NA,NA,NA,"2.304",NA,"0.82"
"3893",440063,"0.28","0.426","1.105",NA,"0.741","0.713","3.2","0.89"
"3894",440065,"0.345","0.202",NA,NA,NA,"0.893","3.2","0.81"
"3895",440067,NA,"0",NA,NA,NA,"0","3.8","1.06"
"3896",440068,NA,"0","0",NA,NA,"0.16","2.8","0.90"
"3897",440070,NA,NA,NA,NA,NA,"0.838",NA,"0.90"
"3898",440072,"0","0.22",NA,NA,NA,"0.678",NA,"0.98"
"3899",440073,"0.26","0.537","1.233",NA,"0.482","0.769","1.7","0.58"
"3900",440081,"1.274","0.504",NA,NA,"0","0.62","3.3","0.77"
"3901",440082,"0.362","0.654","1.152","1.429","0.682","1.283","2.6","0.93"
"3902",440083,"0","0",NA,NA,NA,"0",NA,"0.94"
"3903",440084,NA,"0.697",NA,NA,NA,"1.08",NA,"0.88"
"3904",440091,"0.239","0.75","1.506",NA,"1.136","1.108","2.6","0.79"
"3905",440102,NA,"0",NA,NA,NA,"0.701","2.7","0.92"
"3906",440104,"0.449","0.91","0.392","0.617","0.91","0.787","3.8","0.81"
"3907",440109,NA,"0",NA,NA,NA,"0.657",NA,"0.93"
"3908",440110,"0.595","0.336","0",NA,NA,"0.435",NA,"0.80"
"3909",440111,"2.49","1.499","1.893",NA,"2.579","0.318",NA,"1.00"
"3910",440120,"1.119","1.121","1.15","0","4.445","0.891","2.8","0.91"
"3911",440125,"0.587","0.392","0.494","0","0.96","0.721","1.9","0.61"
"3912",440130,NA,"0",NA,NA,NA,"1.282","3.3","0.93"
"3913",440131,NA,"0",NA,NA,NA,"0",NA,"0.86"
"3914",440132,NA,"0.329",NA,NA,NA,"0.334","4.4","0.62"
"3915",440133,"0.74","0.307","0.677","0.466","1.354","0.893","2.5","0.85"
"3916",440137,"1.005","0",NA,NA,NA,"0.954",NA,"1.22"
"3917",440144,"0","1.458","0.508",NA,"1.556","2.226","2.8","1.16"
"3918",440147,NA,NA,NA,NA,NA,NA,NA,NA
"3919",440148,NA,NA,NA,NA,NA,"1.021","3.3","0.84"
"3920",440150,"0.441","0.407","0.756",NA,"0.48","0.774","4.7","0.84"
"3921",440151,"0","0",NA,NA,NA,"2.247","3.5","0.85"
"3922",440152,"0.817","2.096","2.062",NA,"6.406","0.573","3.0","1.01"
"3923",440153,NA,"0",NA,NA,NA,"1.136",NA,"0.86"
"3924",440156,"0.982","0.371","1.14","0","1.554","0.889","2.4","0.64"
"3925",440159,"1.889",NA,NA,NA,"0","0.142","2.8","0.82"
"3926",440161,"0.491","0.389","1.092","1.686","1.119","1.146","2.5","0.60"
"3927",440173,"0.406","0.607","0.655","2.241","1.24","0.796","3.1","0.91"
"3928",440175,NA,"0",NA,NA,NA,"0.478",NA,"0.86"
"3929",440176,"0.465","0.157","0",NA,"3.246","0.802","3.4","0.87"
"3930",440180,NA,"0",NA,NA,NA,"0.39",NA,"0.83"
"3931",440181,NA,NA,NA,NA,NA,NA,NA,"0.89"
"3932",440182,NA,"0",NA,NA,NA,"0",NA,"0.93"
"3933",440183,"1.46","0.346","0.233","0","0.788","0.609","2.6","0.74"
"3934",440184,"0","0.242","0.734","0",NA,"0.896",NA,"0.82"
"3935",440185,"0.407","0.254","1.205",NA,"2.31","0.453","2.4","1.03"
"3936",440187,NA,"0.674",NA,NA,NA,"0.832",NA,"1.16"
"3937",440189,"0.146","0.195","0",NA,"0","0.783","4.0","0.70"
"3938",440192,NA,"0",NA,NA,NA,"0",NA,"0.87"
"3939",440193,"0","0.522","0","0","0.803","0.958","3.3","0.75"
"3940",440194,"0.592","0.101","0.497",NA,NA,"1.256","2.8","0.86"
"3941",440197,"0.208","0.11","0.492",NA,"0.812","0.613","3.4","0.77"
"3942",440200,NA,NA,NA,NA,NA,"0",NA,"0.90"
"3943",440218,NA,NA,NA,NA,NA,"0",NA,"0.76"
"3944",440227,"0.749","0.155","1.99","0","0","1.054","3.4","0.79"
"3945",440228,"0","0","0",NA,"0.508","0.561","2.6","0.79"
"3946",440231,NA,NA,NA,NA,NA,"0.604",NA,"0.90"
"3947",440232,NA,NA,NA,NA,NA,NA,NA,"0.90"
"3948",441300,NA,NA,NA,NA,NA,NA,NA,NA
"3949",441301,NA,NA,NA,NA,NA,NA,NA,NA
"3950",441303,NA,NA,NA,NA,NA,NA,NA,NA
"3951",441304,NA,NA,NA,NA,NA,NA,NA,NA
"3952",441305,NA,NA,NA,NA,NA,NA,NA,NA
"3953",441306,NA,NA,NA,NA,NA,NA,NA,NA
"3954",441307,NA,NA,NA,NA,NA,"0.286",NA,NA
"3955",441308,NA,NA,NA,NA,NA,NA,NA,NA
"3956",441309,NA,NA,NA,NA,NA,NA,NA,NA
"3957",441310,NA,NA,NA,NA,NA,NA,NA,NA
"3958",441311,NA,NA,NA,NA,NA,NA,NA,NA
"3959",441313,NA,NA,NA,NA,NA,NA,NA,NA
"3960",441314,NA,NA,NA,NA,NA,NA,NA,NA
"3961",441315,NA,NA,NA,NA,NA,NA,NA,NA
"3962",441316,NA,NA,NA,NA,NA,NA,NA,NA
"3963",441318,NA,NA,NA,NA,NA,NA,NA,NA
"3964",441319,NA,NA,NA,NA,NA,NA,NA,NA
"3965",443302,NA,NA,NA,NA,NA,NA,NA,NA
"3966",443303,NA,NA,NA,NA,NA,NA,NA,NA
"3967",450002,"0.164","0.427","0.372","0","0.213","0.536","3.0","1.19"
"3968",450007,"0.145","0.32","3.642",NA,NA,"1.24","2.8","1.03"
"3969",450010,"0.13","0.084","0.427",NA,"1.132","0.794","2.6","0.80"
"3970",450011,"0.605","0.909","0.966",NA,"2.06","0.439","2.8","0.81"
"3971",450015,"0.599","1.253","1.245","0.263","1.039","0.936","2.9","1.17"
"3972",450018,"0.7","0.75","0","0.408","1.526","0.563","4.8","0.93"
"3973",450021,"0.605","0.607","0.905","0.697","0.906","1.279","2.8","0.91"
"3974",450023,"1.309","0.991","1.239","0.625","1.162","0.496","2.5","0.66"
"3975",450024,"2.009","0.913","2.788","2.644","0.468","0.557",NA,"1.38"
"3976",450028,"0.905","0.518","0.489","1.871","1.744","0.219","2.7","0.83"
"3977",450029,"0.935","0.62","1.773",NA,"0.871","0.867","2.5","0.64"
"3978",450032,"0","0.267",NA,NA,NA,"0","2.9","0.89"
"3979",450033,"0.503","0.658","1.704","0.486","0.163","0.236","2.0","0.61"
"3980",450034,"0.064","0.969","0.546","0.514","1.431","0.395","3.2","0.69"
"3981",450035,"1.493","0.557","0","0","2.047","0.573","3.8","0.94"
"3982",450037,"0.423","0.294","1.458","0","1.723","0.348","3.0","0.67"
"3983",450039,"0.195","0.776","1.555","1.242","0.457","0.842","3.2","1.42"
"3984",450040,"0.263","0.447","0.633","0.954","1.353","1.364","3.4","0.91"
"3985",450042,"0.474","0.475","0.921",NA,"0.813","0.488","4.3","1.03"
"3986",450044,"0.615","0.439","0.753","1.109","0.62","1.135","4.5","1.10"
"3987",450046,"0.681","0.646","0.724","0.327","2.307","1.201","2.8","0.65"
"3988",450051,"0.457","0.771","1.308","0.498","0.239","0.58","2.0","0.54"
"3989",450054,"0.567","0.169","0.766","0","0.335","1.048","3.1","0.69"
"3990",450055,NA,"0",NA,NA,NA,"0",NA,"0.79"
"3991",450056,"0.792","0.305","0.649","0.431","0.324","0.646","2.5","0.88"
"3992",450058,"0.183","0.673","0.971","0.609","0.922","1.521","3.0","0.74"
"3993",450064,"0.571","1.021","1.261","0","1.86","1.381","3.1","0.96"
"3994",450068,"0.441","0.57","2.235","1.378","0.536","0.708","2.5","0.92"
"3995",450072,"0","0.545",NA,NA,"0.91","0.809","3.0","0.84"
"3996",450078,NA,NA,NA,NA,NA,"0",NA,"0.90"
"3997",450079,"0.801","0.33","0.221",NA,"0","1.088","2.2","0.89"
"3998",450080,NA,"0",NA,NA,NA,"2.23","3.1","0.83"
"3999",450082,NA,"0",NA,NA,NA,"0.711",NA,"0.95"
"4000",450083,"0.88","0.674","0.881",NA,"1.587","1.025","3.1","0.55"
"4001",450085,NA,NA,NA,NA,NA,NA,"2.5","0.81"
"4002",450087,"0.158","0.533","0.398","1.468","0","1.151","2.7","0.72"
"4003",450090,NA,"0.615",NA,NA,NA,"1.916",NA,"0.85"
"4004",450092,"0","0.196",NA,NA,"1.693","0","2.8","0.77"
"4005",450097,"0.554","0.485","1.055","1.55","0.953","0.879","3.3","0.88"
"4006",450099,NA,"0",NA,NA,NA,"0.67","3.1","0.81"
"4007",450101,"0.212","0.395","0.552","2.317","0.378","0.455","3.7","1.29"
"4008",450102,"0.286","0.42","0.434","0.57","1.065","1.066","2.9","0.82"
"4009",450104,"1.066","0","0.929",NA,NA,"0.136","3.4","0.73"
"4010",450107,"0.387","0.438","1.403","0.23","0.928","1.024","3.3","0.86"
"4011",450108,NA,"0",NA,NA,NA,"1.35","3.1","0.84"
"4012",450119,"0.133","0.442","0",NA,"1.209","0.815","2.7","0.71"
"4013",450124,"0.508","0.722","0.52",NA,"0.543","0.738","3.0","0.95"
"4014",450128,"3.357","0.172",NA,NA,"1.811","0.498","2.9","0.68"
